year,dates,top_12_gross,top_12_change_lw,total_gross,total_change_lw,total_movies,top_movie,week_num,inflation_adj_total_gross
2004,Oct. 22Ð28,122907500,11.60%,134142918,9.30%,144,The Grudge,43,179751510.1
2004,Oct. 15Ð21,110102710,-13.00%,122787387,-13.20%,147,Shark Tale,42,164535098.6
2004,Oct. 8Ð14,126552748,1.40%,141446499,0.20%,147,Shark Tale,41,189538308.7
2004,Oct. 1Ð7,124829930,66.60%,141224932,53.90%,139,Shark Tale,40,189241408.9
2004,Sep. 24Ð30,74916157,-4.30%,91770588,-6.30%,149,The Forgotten,39,122972587.9
2004,Sep. 17Ð23,78286368,-3.10%,97913168,-4.70%,136,Sky Captain and the World of Tomorrow,38,131203645.1
2004,Sep. 10Ð16,80825193,-15.50%,102750870,-22.20%,122,Resident Evil: Apocalypse,37,137686165.8
2004,Sep. 3Ð9,95691454,-15.30%,132084759,-7.20%,126,Hero,36,176993577.1
2004,Aug. 27ÐSep. 2,112974472,-19.90%,142341283,-14.50%,128,Hero,35,190737319.2
2004,Aug. 20Ð26,140990051,-19.30%,166479959,-16.10%,122,Exorcist: The Beginning,34,223083145.1
2004,Aug. 13Ð19,174725723,12.40%,198312585,7.60%,122,Alien Vs. Predator,33,265738863.9
2004,Aug. 6Ð12,155491478,-25.40%,184248083,-20.80%,123,Collateral,32,246892431.2
2004,Jul. 30ÐAug. 5,208325263,0.70%,232733356,1.10%,116,The Village,31,311862697
2004,Jul. 23Ð29,206985139,-1.60%,230195674,-0.90%,118,The Bourne Supremacy,30,308462203.2
2004,Jul. 16Ð22,210400070,-0.90%,232301328,0.60%,116,"I, Robot",29,311283779.5
2004,Jul. 9Ð15,212394924,-25.50%,230965174,-23.80%,114,Spider-Man 2,28,309493333.2
2004,Jul. 2Ð8,285199442,7.60%,302983673,5.60%,112,Spider-Man 2,27,405998121.8
2004,Jun. 25ÐJul. 1,265063128,28.70%,287017597,30.60%,116,Spider-Man 2,26,384603580
2004,Jun. 18Ð24,205929019,-7.00%,219786645,-5.30%,129,DodgeBall,25,294514104.3
2004,Jun. 11Ð17,221305651,-11.30%,231973047,-10.10%,130,Harry Potter / Azkaban,24,310843883
2004,Jun. 4Ð10,249534073,-11.60%,257969082,-12.40%,138,Harry Potter / Azkaban,23,345678569.9
2004,May 28ÐJun. 3,282380247,28.70%,294329752,27.40%,146,Shrek 2,22,394401867.7
2004,May 21Ð27,219416940,45.10%,230980840,38.90%,155,Shrek 2,21,309514325.6
2004,May 14Ð20,151254749,18.70%,166321909,15.70%,155,Troy,20,222871358.1
2004,May 7Ð13,127440593,20.00%,143732121,11.30%,155,Van Helsing,19,192601042.1
2004,Apr. 30ÐMay6,106221423,0.70%,129154336,2.40%,148,Mean Girls,18,173066810.2
2004,Apr. 23Ð29,105516764,-2.50%,126132120,-6.50%,135,Man on Fire,17,169017040.8
2004,Apr. 16Ð22,108261713,-20.20%,134925384,-17.10%,132,Kill Bill Vol. 2,16,180800014.6
2004,Apr. 9Ð15,135730993,-13.90%,162804677,-9.10%,131,Passion of the Christ,15,218158267.2
2004,Apr. 2Ð8,157712545,14.00%,179022219,16.30%,123,Hellboy,14,239889773.5
2004,Mar. 26ÐApr. 1,138345139,-2.10%,153945955,-1.80%,135,Scooby-Doo 2,13,206287579.7
2004,Mar. 19Ð25,141344152,-0.10%,156752198,-2.30%,130,Dawn of the Dead,12,210047945.3
2004,Mar. 12Ð18,141464156,-17.10%,160494809,-14.80%,126,Passion of the Christ,11,215063044.1
2004,Mar. 5Ð11,170591053,-10.00%,188315756,-11.20%,119,Passion of the Christ,10,252343113
2004,Feb. 27ÐMar. 4,189469684,46.40%,212141763,33.40%,124,Passion of the Christ,9,284269962.4
2004,Feb. 20Ð26,129408619,-7.70%,159058419,-5.90%,133,Passion of the Christ,8,213138281.5
2004,Feb. 13Ð19,140216859,27.60%,169094239,22.50%,131,50 First Dates,7,226586280.3
2004,Feb. 6Ð12,109857681,20.80%,138085206,14.10%,120,Barbershop 2,6,185034176
2004,Jan. 30ÐFeb. 5,90933897,-13.90%,121054777,-7.50%,116,You Got Served,5,162213401.2
2004,Jan. 23Ð29,105641728,-19.40%,130816168,-18.60%,119,The Butterfly Effect,4,175293665.1
2004,Jan. 16Ð22,131062718,12.90%,160794166,17.40%,117,Along Came Polly,3,215464182.4
2004,Jan. 9Ð15,116139014,-23.90%,136950341,-24.20%,109,Return of the King,2,183513456.9
2004,Jan. 2Ð8,152697807,-51.40%,180564994,-49.40%,112,Return of the King,1,241957092
2005,Dec. 30ÐJan. 5,205848317,-27.00%,235975577,-24.80%,103,The Chronicles of Narnia,52,304408494.3
2005,Dec. 23Ð29,281997273,44.40%,313949810,46.30%,93,The Chronicles of Narnia,51,404995254.9
2005,Dec. 16Ð22,195325543,21.60%,214575082,24.20%,107,King Kong,50,276801855.8
2005,Dec. 9Ð15,160665076,69.00%,172826019,58.50%,134,The Chronicles of Narnia,49,222945564.5
2005,Dec. 2Ð8,95054786,-46.00%,109057911,-44.40%,137,Harry Potter / Goblet of Fire,48,140684705.2
2005,Nov. 25ÐDec. 1,175969015,-32.60%,196085780,-31.20%,128,Harry Potter / Goblet of Fire,47,252950656.2
2005,Nov. 18Ð24,261119650,96.80%,284955028,87.50%,142,Harry Potter / Goblet of Fire,46,367591986.1
2005,Nov. 11Ð17,132662859,-13.50%,151964068,-14.00%,144,Chicken Little,45,196033647.7
2005,Nov. 4Ð10,153442907,34.00%,176720913,30.10%,136,Chicken Little,44,227969977.8
2005,Oct. 28ÐNov. 3,114496649,30.40%,135833962,20.20%,144,Saw II,43,175225811
2005,Oct. 21Ð27,87810247,-3.60%,113036968,-,143,Doom,42,145817688.7
2005,Oct. 14Ð20,91079079,-23.20%,113084527,-20.50%,141,The Fog (2005),41,145879039.8
2005,Oct. 7Ð13,118593396,22.80%,142177761,23.90%,147,Wallace & Gromit,40,183409311.7
2005,Sep. 30ÐOct. 6,96566608,-12.00%,114799346,-8.90%,148,Flightplan,39,148091156.3
2005,Sep. 23Ð29,109734085,23.50%,126031680,17.00%,143,Flightplan,38,162580867.2
2005,Sep. 16Ð22,88837826,-4.90%,107691870,-2.50%,142,Just Like Heaven,37,138922512.3
2005,Sep. 9Ð15,93421032,-16.20%,110491833,-17.90%,138,The Exorcism of Emily Rose,36,142534464.6
2005,Sep. 2Ð8,111432460,-2.10%,134642645,-0.60%,134,Transporter 2,35,173689012.1
2005,Aug. 26ÐSep. 1,113774087,-19.20%,135457184,-16.70%,136,The 40-Year-Old Virgin,34,174739767.4
2005,Aug. 19Ð25,140854306,-8.40%,162612842,-8.40%,122,The 40-Year-Old Virgin,33,209770566.2
2005,Aug. 12Ð18,153680591,-2.40%,177537610,0.70%,126,Four Brothers,32,229023516.9
2005,Aug. 5Ð11,157450454,-9.20%,176267982,-8.10%,134,The Dukes of Hazzard,31,227385696.8
2005,Jul. 29ÐAug. 4,173380251,-12.80%,191840929,-11.40%,128,Wedding Crashers,30,247474798.4
2005,Jul. 22Ð28,198830111,-16.70%,216578946,-14.30%,128,Charlie and the Chocolate Factory,29,279386840.3
2005,Jul. 15Ð21,238683532,18.10%,252658147,16.20%,125,Charlie and the Chocolate Factory,28,325929009.6
2005,Jul. 8Ð14,202170278,-6.70%,217495971,-6.10%,124,Fantastic Four (2005),27,280569802.6
2005,Jul. 1Ð7,216757369,3.10%,231678828,1.90%,131,War of the Worlds,26,298865688.1
2005,Jun. 24Ð30,210330369,8.20%,227345286,10.30%,138,Batman Begins,25,293275418.9
2005,Jun. 17Ð23,194419702,-9.80%,206201697,-9.30%,136,Batman Begins,24,266000189.1
2005,Jun. 10Ð16,215571854,23.00%,227278917,24.60%,139,Mr. & Mrs. Smith,23,293189802.9
2005,Jun. 3Ð9,175281213,-35.30%,182384542,-34.90%,126,Madagascar,22,235276059.2
2005,May 27ÐJun. 2,270813558,23.70%,279978833,23.20%,130,Revenge of the Sith,21,361172694.6
2005,May 20Ð26,218903153,31.40%,227332213,26.60%,132,Revenge of the Sith,20,293258554.8
2005,May 13Ð19,166643491,64.20%,179594096,58.70%,142,Revenge of the Sith,19,231676383.8
2005,May 6Ð12,101493194,1.40%,113142234,0.20%,139,Kingdom of Heaven,18,145953481.9
2005,Apr. 29ÐMay5,100050479,-3.90%,112874640,-4.90%,140,Hitchhiker's Guide to the Galaxy,17,145608285.6
2005,Apr. 22Ð28,104085530,10.10%,118680249,10.90%,132,The Interpreter,16,153097521.2
2005,Apr. 15Ð21,94569130,-4.70%,107007172,-4.10%,131,The Amityville Horror (2005),15,138039251.9
2005,Apr. 8Ð14,99193622,-18.30%,111590197,-16.10%,128,Sahara,14,143951354.1
2005,Apr. 1Ð7,121427663,-7.20%,132976393,-9.80%,132,Sin City,13,171539547
2005,Mar. 25Ð31,130852332,-9.70%,147441883,-9.50%,134,Guess Who,12,190200029.1
2005,Mar. 18Ð24,144954724,8.20%,162866110,7.50%,127,The Ring Two,11,210097281.9
2005,Mar. 11Ð17,133987718,0.20%,151479470,-0.60%,129,Robots,10,195408516.3
2005,Mar. 4Ð10,133712500,3.80%,152314032,-0.30%,119,The Pacifier,9,196485101.3
2005,Feb. 25ÐMar. 3,128872413,-19.60%,152711472,-17.80%,119,Tyler Perry's Diary of a Mad Black Woman,8,196997798.9
2005,Feb. 18Ð24,160188556,17.00%,185738004,16.10%,125,Hitch,7,239602025.2
2005,Feb. 11Ð17,136951512,25.20%,159992268,22.60%,120,Hitch,6,206390025.7
2005,Feb. 4Ð10,109371275,-15.40%,130491319,-15.00%,116,Boogeyman,5,168333801.5
2005,Jan. 28ÐFeb. 3,129345933,19.50%,153481195,18.60%,111,Hide and Seek,4,197990741.6
2005,Jan. 21Ð27,108246907,-32.50%,129377327,-32.90%,109,Are We There Yet?,3,166896751.8
2005,Jan. 14Ð20,160344891,30.90%,192883501,27.70%,95,Coach Carter,2,248819716.3
2005,Jan. 7Ð13,122477572,-24.00%,150997898,-21.90%,103,Meet the Fockers,1,194787288.4
2006,Dec. 29ÐJan. 4,239609444,-18.60%,272913202,-18.70%,103,Night at the Museum,52,346599766.5
2006,Dec. 22Ð28,294371812,71.60%,335705661,76.20%,96,Night at the Museum,51,426346189.5
2006,Dec. 15Ð21,171564721,50.70%,190519722,48.90%,112,The Pursuit of Happyness,50,241960046.9
2006,Dec. 8Ð14,113838538,12.50%,127941774,8.00%,125,Apocalypto,49,162486053
2006,Dec. 1Ð7,101183327,-41.40%,118451028,-38.60%,124,Happy Feet,48,150432805.6
2006,Nov. 24Ð30,172608175,-18.10%,192773683,-18.70%,121,Happy Feet,47,244822577.4
2006,Nov. 17Ð23,210646101,52.80%,237016449,49.90%,132,Casino Royale,46,301010890.2
2006,Nov. 10Ð16,137862075,-8.10%,158077676,-8.30%,132,Borat,45,200758648.5
2006,Nov. 3Ð9,150048581,31.20%,172325590,25.10%,135,Borat,44,218853499.3
2006,Oct. 27ÐNov. 2,114328997,1.90%,137769320,2.00%,130,Saw III,43,174967036.4
2006,Oct. 20Ð26,112239516,-9.50%,135044388,-3.70%,129,The Prestige,42,171506372.8
2006,Oct. 13Ð19,124060476,-6.80%,140282849,-5.50%,140,The Departed,41,178159218.2
2006,Oct. 6Ð12,133112092,22.80%,148472270,17.60%,141,The Departed,40,188559782.9
2006,Sep. 29ÐOct. 5,108357868,4.80%,126231487,1.90%,138,Open Season,39,160313988.5
2006,Sep. 22Ð28,103443366,34.50%,123848404,25.60%,139,Jackass: Number Two,38,157287473.1
2006,Sep. 15Ð21,76890095,9.90%,98601462,6.40%,138,Gridiron Gang,37,125223856.7
2006,Sep. 8Ð14,69935429,-37.60%,92681094,-37.00%,130,The Covenant,36,117704989.4
2006,Sep. 1Ð7,112112833,-2.60%,147023314,4.30%,133,Invincible,35,186719608.8
2006,Aug. 25Ð31,115052792,-9.60%,140935955,-9.40%,130,Invincible,34,178988662.9
2006,Aug. 18Ð24,127208396,-20.10%,155482166,-18.80%,138,Talladega Nights,33,197462350.8
2006,Aug. 11Ð17,159137409,-14.20%,191362903,-12.70%,133,Talladega Nights,32,243030886.8
2006,Aug. 4Ð10,185511917,3.90%,219105930,8.40%,127,Talladega Nights,31,278264531.1
2006,Jul. 28ÐAug. 3,178514871,-14.60%,202057568,-9.10%,122,Miami Vice,30,256613111.4
2006,Jul. 21Ð27,209103485,-6.50%,222285366,-6.70%,131,Dead Man's Chest,29,282302414.8
2006,Jul. 14Ð20,223610914,-28.30%,238346414,-26.80%,122,Dead Man's Chest,28,302699945.8
2006,Jul. 7Ð13,311799413,24.90%,325580377,21.10%,120,Dead Man's Chest,27,413487078.8
2006,Jun. 30ÐJul. 6,249726086,14.70%,268848621,13.40%,116,Superman Returns,26,341437748.7
2006,Jun. 23Ð29,217796401,2.20%,237074234,5.80%,135,Click,25,301084277.2
2006,Jun. 16Ð22,213047960,3.90%,224188245,4.00%,126,Cars,24,284719071.2
2006,Jun. 9Ð15,205034006,5.20%,215576910,4.90%,126,Cars,23,273782675.7
2006,Jun. 2Ð8,194907453,-28.60%,205482020,-28.20%,123,The Break-Up,22,260962165.4
2006,May 26ÐJun. 1,273145371,34.00%,286081818,32.50%,125,X-Men: The Last Stand,21,363323908.9
2006,May 19Ð25,203912921,89.40%,215985043,69.60%,132,The Da Vinci Code,20,274301004.6
2006,May 12Ð18,107663868,-14.20%,127389306,-9.30%,133,Mission: Impossible III,19,161784418.6
2006,May 5Ð11,125482068,13.00%,140437431,10.20%,134,Mission: Impossible III,18,178355537.4
2006,Apr. 28ÐMay4,111024861,-9.30%,127430086,-5.30%,145,RV,17,161836209.2
2006,Apr. 21Ð27,122468620,-17.00%,134625457,-16.90%,139,Silent Hill,16,170974330.4
2006,Apr. 14Ð20,147517283,7.30%,162083292,4.90%,141,Scary Movie 4,15,205845780.8
2006,Apr. 7Ð13,137437991,-15.60%,154563494,-12.60%,130,Ice Age 2,14,196295637.4
2006,Mar. 31ÐApr. 6,162863540,30.20%,176783999,24.90%,131,Ice Age 2,13,224515678.7
2006,Mar. 24Ð30,125047543,4.50%,141587260,1.80%,124,Inside Man,12,179815820.2
2006,Mar. 17Ð23,119655347,-4.90%,139109650,-7.10%,133,V for Vendetta,11,176669255.5
2006,Mar. 10Ð16,125865890,23.40%,149783411,16.40%,124,Failure to Launch,10,190224932
2006,Mar. 3Ð9,102035624,-15.70%,128706689,-12.80%,129,16 Blocks,9,163457495
2006,Feb. 24ÐMar. 2,121092172,-22.50%,147624529,-20.00%,131,Madea's Family Reunion,8,187483151.8
2006,Feb. 17Ð23,156194360,17.40%,184447287,15.70%,123,Eight Below,7,234248054.5
2006,Feb. 10Ð16,133053148,34.50%,159456409,22.00%,119,Final Destination 3,6,202509639.4
2006,Feb. 3Ð9,98945374,-18.80%,130707262,-17.20%,121,When a Stranger Calls,5,165998222.7
2006,Jan. 27ÐFeb. 2,121817706,4.20%,157803091,3.90%,110,Big Momma's House 2,4,200409925.6
2006,Jan. 20Ð26,116901134,-18.10%,151900940,-14.60%,107,Underworld: Evolution,3,192914193.8
2006,Jan. 13Ð19,142703028,6.00%,177921887,8.40%,102,Glory Road,2,225960796.5
2006,Jan. 6Ð12,134656698,-34.60%,164138387,-30.40%,95,Hostel,1,208455751.5
2007,Dec. 28ÐJan. 3,293386595,-11.00%,326085184,-9.80%,90,National Treasure: Book of Secrets,52,394563072.6
2007,Dec. 21Ð27,329486400,62.40%,361370782,66.50%,86,National Treasure: Book of Secrets,51,437258646.2
2007,Dec. 14Ð20,202949121,118.00%,217076321,102.50%,104,I Am Legend,50,262662348.4
2007,Dec. 7Ð13,93076986,-1.80%,107221399,0.50%,127,The Golden Compass,49,129737892.8
2007,Nov. 30ÐDec. 6,94739396,-46.50%,106660520,-44.20%,123,Enchanted,48,129059229.2
2007,Nov. 23Ð29,177083044,7.90%,191220949,-0.80%,120,Enchanted,47,231377348.3
2007,Nov. 16Ð22,164148262,29.10%,192826142,29.30%,124,Beowulf,46,233319631.8
2007,Nov. 9Ð15,127184728,-17.10%,149088389,-13.00%,129,Bee Movie,45,180396950.7
2007,Nov. 2Ð8,153473974,35.90%,171360977,23.70%,115,American Gangster,44,207346782.2
2007,Oct. 26ÐNov. 1,112909393,12.30%,138506313,10.10%,131,Saw IV,43,167592638.7
2007,Oct. 19Ð25,100540375,-7.20%,125805289,-3.30%,142,30 Days of Night,42,152224399.7
2007,Oct. 12Ð18,108358386,20.40%,130118965,13.20%,140,Why Did I Get Married?,41,157443947.7
2007,Oct. 5Ð11,89979538,-6.20%,114918126,-1.10%,134,The Game Plan,40,139050932.5
2007,Sep. 28ÐOct. 4,95888829,-3.60%,116239376,-5.00%,134,The Game Plan,39,140649645
2007,Sep. 21Ð27,99481643,20.50%,122333751,20.60%,136,Resident Evil: Extinction,38,148023838.7
2007,Sep. 14Ð20,82565724,-3.30%,101431230,-3.40%,138,The Brave One,37,122731788.3
2007,Sep. 7Ð13,85369367,-38.00%,104968835,-38.00%,128,3:10 to Yuma (2007),36,127012290.4
2007,Aug. 31ÐSep. 6,137646791,13.70%,169167786,11.90%,115,Halloween (2007),35,204693021.1
2007,Aug. 24Ð30,121060257,-29.00%,151197801,-22.80%,120,Superbad,34,182949339.2
2007,Aug. 17Ð23,170475134,-15.80%,195886816,-13.00%,121,Superbad,33,237023047.4
2007,Aug. 10Ð16,202386649,-18.70%,225142942,-16.70%,109,Rush Hour 3,32,272422959.8
2007,Aug. 3Ð9,248840146,-1.40%,270307409,-0.40%,108,The Bourne Ultimatum,31,327071964.9
2007,Jul. 27ÐAug. 2,252382196,11.50%,271391493,13.00%,112,The Simpsons Movie,30,328383706.5
2007,Jul. 20Ð26,226460109,-13.00%,240114489,-12.80%,113,I Now Pronounce You Chuck and Larry,29,290538531.7
2007,Jul. 13Ð19,260290423,-13.80%,275248310,-13.60%,121,Harry Potter / Phoenix,28,333050455.1
2007,Jul. 6Ð12,301814693,-6.50%,318443922,-7.70%,109,Transformers,27,385317145.6
2007,Jun. 29ÐJul. 5,322842027,63.40%,344818906,64.20%,110,Transformers,26,417230876.3
2007,Jun. 22Ð28,197566284,-3.00%,209989259,-1.30%,124,Evan Almighty,25,254087003.4
2007,Jun. 15Ð21,203754020,9.30%,212833027,9.30%,126,Fantastic Four 2,24,257527962.7
2007,Jun. 8Ð14,186467906,3.10%,194665697,1.90%,131,Ocean's Thirteen,23,235545493.4
2007,Jun. 1Ð7,180854641,-36.60%,190990058,-35.80%,121,Pirates of the Caribbean 3,22,231097970.2
2007,May 25Ð31,285286720,24.60%,297539264,22.90%,116,Pirates of the Caribbean 3,21,360022509.4
2007,May 18Ð24,228996303,86.70%,242038430,75.80%,128,Shrek the Third,20,292866500.3
2007,May 11Ð17,122679826,-44.60%,137675941,-41.00%,133,Spider-Man 3,19,166587888.6
2007,May 4Ð10,221496184,186.50%,233221750,137.00%,134,Spider-Man 3,18,282198317.5
2007,Apr. 27ÐMay3,77309950,-16.10%,98398082,-12.70%,129,Disturbia,17,119061679.2
2007,Apr. 20Ð26,92127836,-24.90%,112767029,-24.00%,128,Disturbia,16,136448105.1
2007,Apr. 13Ð19,122654071,-19.60%,148328528,-14.00%,118,Disturbia,15,179477518.9
2007,Apr. 6Ð12,152629388,-6.50%,172380165,-7.80%,123,Blades of Glory,14,208579999.7
2007,Mar. 30ÐApr. 5,163313188,6.10%,186965044,8.00%,120,Blades of Glory,13,226227703.2
2007,Mar. 23Ð29,153961695,11.40%,173163089,11.20%,121,TMNT,12,209527337.7
2007,Mar. 16Ð22,138173517,-26.20%,155704284,-24.80%,115,300,11,188402183.6
2007,Mar. 9Ð15,187263516,38.60%,207073592,32.70%,113,300,10,250559046.3
2007,Mar. 2Ð8,135092284,9.90%,156052657,7.40%,114,Wild Hogs,9,188823715
2007,Feb. 23ÐMar. 1,122980227,-36.30%,145339995,-33.60%,108,Ghost Rider,8,175861394
2007,Feb. 16Ð22,193191162,59.30%,218886621,41.90%,102,Ghost Rider,7,264852811.4
2007,Feb. 9Ð15,121263100,35.60%,154250838,30.70%,113,Norbit,6,186643514
2007,Feb. 2Ð8,89449238,-18.50%,118067035,-20.50%,117,The Messengers,5,142861112.4
2007,Jan. 26ÐFeb. 1,109779643,20.40%,148480807,15.70%,109,Epic Movie,4,179661776.5
2007,Jan. 19Ð25,91194774,-31.30%,128377546,-26.00%,103,Stomp the Yard,3,155336830.7
2007,Jan. 12Ð18,132667606,2.40%,173435671,3.90%,103,Stomp the Yard,2,209857161.9
2007,Jan. 5Ð11,129576585,-45.90%,166868782,-38.90%,104,Night at the Museum,1,201911226.2
2008,Dec. 26ÐJan. 1,337845443,89.80%,383425388,80.80%,89,Marley and Me,52,444773450.1
2008,Dec. 19Ð25,178018906,63.00%,212027468,72.50%,103,Yes Man,51,245951862.9
2008,Dec. 12Ð18,109202363,9.60%,122889599,13.90%,109,The Day the Earth Stood Still,50,142551934.8
2008,Dec. 5Ð11,99610259,-46.00%,107876766,-44.40%,120,Four Christmases,49,125137048.6
2008,Nov. 28ÐDec. 4,184305529,-25.40%,194142940,-26.30%,107,Four Christmases,48,225205810.4
2008,Nov. 21Ð27,246892866,48.70%,263344410,45.80%,122,Twilight,47,305479515.6
2008,Nov. 14Ð20,166007628,-2.50%,180676613,-5.60%,131,Quantum of Solace,46,209584871.1
2008,Nov. 7Ð13,170188092,72.70%,191312919,62.50%,136,Madagascar: Escape 2 Africa,45,221922986
2008,Oct. 31ÐNov. 6,98576827,-31.50%,117711243,-28.20%,144,High School Musical 3,44,136545041.9
2008,Oct. 24Ð30,143845109,33.40%,163871199,27.20%,138,High School Musical 3,43,190090590.8
2008,Oct. 17Ð23,107853968,-6.90%,128872602,-6.70%,137,Max Payne,42,149492218.3
2008,Oct. 10Ð16,115788275,-3.70%,138053824,-5.40%,140,Beverly Hills Chihuahua,41,160142435.8
2008,Oct. 3Ð9,120224718,6.20%,145920333,11.10%,129,Beverly Hills Chihuahua,40,169267586.3
2008,Sep. 26ÐOct. 2,113162635,16.90%,131345167,15.50%,135,Eagle Eye,39,152360393.7
2008,Sep. 19Ð25,96845821,-12.70%,113737662,-12.80%,135,Lakeview Terrace,38,131935687.9
2008,Sep. 12Ð18,110882365,69.80%,130409848,48.60%,131,Burn After Reading,37,151275423.7
2008,Sep. 5Ð11,65314592,-38.90%,87753870,-38.50%,129,Bangkok Dangerous,36,101794489.2
2008,Aug. 29ÐSep. 4,106967356,-12.60%,142741469,-4.50%,124,Tropic Thunder,35,165580104
2008,Aug. 22Ð28,122405605,-25.80%,149399242,-19.90%,123,Tropic Thunder,34,173303120.7
2008,Aug. 15Ð21,164859359,-8.00%,186477725,-5.20%,126,Tropic Thunder,33,216314161
2008,Aug. 8Ð14,179229070,-24.20%,196694829,-23.00%,124,The Dark Knight,32,228166001.6
2008,Aug. 1Ð7,236527772,-11.30%,255492464,-8.20%,128,The Dark Knight,31,296371258.2
2008,Jul. 25Ð31,266590118,-31.30%,278168136,-30.30%,126,The Dark Knight,30,322675037.8
2008,Jul. 18Ð24,387971914,85.80%,399148168,80.90%,125,The Dark Knight,29,463011874.9
2008,Jul. 11Ð17,208827940,-9.90%,220612387,-9.30%,131,Hellboy II,28,255910368.9
2008,Jul. 4Ð10,231821560,-23.50%,243286058,-22.70%,125,Hancock,27,282211827.3
2008,Jun. 27ÐJul. 3,302940963,48.00%,314909859,48.30%,129,WALL-E,26,365295436.4
2008,Jun. 20Ð26,204708288,-18.30%,212420940,-17.40%,123,Get Smart,25,246408290.4
2008,Jun. 13Ð19,250538035,4.10%,257194828,3.80%,131,The Incredible Hulk,24,298346000.5
2008,Jun. 6Ð12,240783367,7.40%,247687695,7.30%,124,Kung Fu Panda,23,287317726.2
2008,May 30ÐJun. 5,224160649,-9.80%,230854522,-9.90%,133,Sex and the City,22,267791245.5
2008,May 23Ð29,248456017,34.00%,256162363,31.40%,130,Indiana Jones 4,21,297148341.1
2008,May 16Ð22,185467138,23.20%,194989641,21.00%,141,The Chronicles of Narnia: Prince Caspian,20,226187983.6
2008,May 9Ð15,150563225,-20.80%,161117404,-20.00%,134,Iron Man,19,186896188.6
2008,May 2Ð8,189988296,84.80%,201322833,67.50%,137,Iron Man,18,233534486.3
2008,Apr. 25ÐMay1,102826138,-4.10%,120191813,-1.80%,145,Baby Mama,17,139422503.1
2008,Apr. 18Ð24,107167290,8.80%,122425790,3.80%,137,The Forbidden Kingdom,16,142013916.4
2008,Apr. 11Ð17,98548844,-2.80%,117982354,-3.60%,131,Prom Night (2008),15,136859530.6
2008,Apr. 4Ð10,101421102,-11.60%,122353072,-11.10%,133,21,14,141929563.5
2008,Mar. 28ÐApr. 3,114724885,-18.40%,137583847,-15.80%,125,21,13,159597262.5
2008,Mar. 21Ð27,140620200,-4.00%,163367357,-3.40%,121,Horton Hears a Who!,12,189506134.1
2008,Mar. 14Ð20,146476504,25.00%,169138995,21.40%,128,Horton Hears a Who!,11,196201234.2
2008,Mar. 7Ð13,117179679,16.60%,139272509,11.90%,121,"10,000 B.C.",10,161556110.4
2008,Feb. 29ÐMar. 6,100509698,-9.70%,124468161,-9.80%,120,Semi-Pro,9,144383066.8
2008,Feb. 22Ð28,111267446,-32.10%,138050795,-29.60%,114,Vantage Point,8,160138922.2
2008,Feb. 15Ð21,163751992,35.50%,196010528,19.70%,106,Jumper,7,227372212.5
2008,Feb. 8Ð14,120813416,-9.40%,163776227,-2.30%,109,Fool's Gold,6,189980423.3
2008,Feb. 1Ð7,133371870,-8.50%,167568228,-6.70%,108,Hannah Montana,5,194379144.5
2008,Jan. 25Ð31,145729413,-20.40%,179645198,-17.30%,110,Rambo,4,208388429.7
2008,Jan. 18Ð24,182969163,35.50%,217302377,30.80%,106,Cloverfield,3,252070757.3
2008,Jan. 11Ð17,135020528,-11.90%,166150636,-6.80%,100,The Bucket List,2,192734737.8
2008,Jan. 4Ð10,153272327,-47.80%,178299056,-45.30%,91,National Treasure: Book of Secrets,1,206826905
2009,Dec. 25Ð31,485459337,89.00%,505152202,84.30%,82,Avatar,52,560718944.2
2009,Dec. 18Ð24,256828223,122.00%,274043021,111.80%,96,Avatar,51,304187753.3
2009,Dec. 11Ð17,115672382,-1.40%,129382686,0.30%,110,The Princess and the Frog,50,143614781.5
2009,Dec. 4Ð10,117329834,-44.30%,129012238,-42.70%,116,The Blind Side,49,143203584.2
2009,Nov. 27ÐDec. 3,210674204,-43.00%,225286236,-42.20%,115,New Moon,48,250067722
2009,Nov. 20Ð26,369263683,128.30%,389986304,122.00%,133,New Moon,47,432884797.4
2009,Nov. 13Ð19,161750043,11.20%,175682377,6.90%,133,2012,46,195007438.5
2009,Nov. 6Ð12,145457371,28.90%,164401941,32.10%,130,A Christmas Carol,45,182486154.5
2009,Oct. 30ÐNov. 5,112888206,-21.30%,124451582,-21.50%,137,Michael Jackson's This Is It,44,138141256
2009,Oct. 23Ð29,143517101,-11.30%,158521368,-10.30%,133,Paranormal Activity,43,175958718.5
2009,Oct. 16Ð22,161787474,23.20%,176734228,16.40%,136,Where the Wild Things Are,42,196174993.1
2009,Oct. 9Ð15,131324751,12.40%,151809513,10.50%,136,Couples Retreat,41,168508559.4
2009,Oct. 2Ð8,116800054,11.90%,137344108,10.40%,133,Zombieland,40,152451959.9
2009,Sep. 25ÐOct. 1,104402534,-4.80%,124402130,-3.70%,141,Cloudy with a Chance of Meatballs,39,138086364.3
2009,Sep. 18Ð24,109604688,13.30%,129224097,9.50%,137,Cloudy with a Chance of Meatballs,38,143438747.7
2009,Sep. 11Ð17,96761106,-19.30%,117978152,-20.20%,127,I Can Do Bad All By Myself,37,130955748.7
2009,Sep. 4Ð10,119903210,-17.20%,147803169,-10.90%,114,The Final Destination,36,164061517.6
